Style #,Item #,Item Description,Unit Price,MSRP,On-hand,WebDescription
ER10021,ER10021-4YSC,14KY Diamond Earrings,150,0,9,These simple14K Yellow Gold Rectangular diamond cut-out stud earrings feature sparkling round-cut diamonds set on a rectangular 14K Yellow Gold frame. Comes with screw-back earring backs for added safety.
ER10022,ER10022-4YSC,14KY Diamond Earrings,150,0,21,These simple14K Yellow Gold Circular diamond cut-out stud earrings feature sparkling round-cut diamonds set on a circular 14K Rose Gold frame. Comes with screw-back earring backs for added safety.
ER10022,ER10022-4PSC,14KR Diamond Earrings,150,0,7,These simple14K Rose Gold Circular  diamond cut-out stud earrings feature sparkling round-cut diamonds set on a circular 14K White Gold frame. Comes with screw-back earring backs for added safety.
ER10022,ER10022-4WSC,14K Diamond Earrings,150,375,56,These simple14K White Gold Circular diamond cut-out stud earrings feature sparkling round-cut diamonds set on a circular 14K Yellow Gold frame. Comes with screw-back earring backs for added safety.
ER10023,ER10023-4PC,14KR Diamond Pear Shape Earrings 1/6 ctw,250,0,37,These striking 14K Rose Gold Diamond Pear Shaped Stud Earrings are set with 1/6 ctw of diamonds and secured with screw-back backs for added security.
ER10023,ER10023-4YC,14KY Diamond Pear Shape Earrings 1/6 ctw,250,0,30,These striking 14K White Gold Diamond Pear Shaped Stud Earrings are set with 1/6 ctw of diamonds and secured with screw-back backs for added security.
ER10023,ER10023-4WC,14K Diamond Pear Shape Earrings 1/6 ctw,250,625,67,These striking 14K Yellow Gold Diamond Pear Shaped Stud Earrings are set with 1/6 ctw of diamonds and secured with screw-back backs for added security.
ER10024,ER10024-4YC,14KY Diamond Oval Earrings 1/6 ctw,250,0,36,These striking 14K Yellow Gold Diamond Oval Shaped Stud Earrings are set with 1/6 ctw of diamonds and secured with screw-back backs for added security.
ER10024,ER10024-4PC,14KR Diamond Oval Earrings 1/6 ctw,250,0,40,These striking 14K Rose Gold Diamond Oval Shaped Stud Earrings are set with 1/6 ctw of diamonds and secured with screw-back backs for added security.
ER10024,ER10024-4WC,14K Diamond Oval Earrings 1/6 ctw,250,625,81,These striking 14K White Gold Diamond Oval Shaped Stud Earrings are set with 1/6 ctw of diamonds and secured with screw-back backs for added security.
ER10025,ER10025-4WC,14K Diamond Marquese Earrings 1/6 ctw,250,625,46,These striking 14K White Gold Diamond Marquise Shaped Stud Earrings are set with 1/6 ctw of diamonds and secured with screw-back backs for added security.
ER10025,ER10025-4YC,14KY Diamond Marquese Earrings 1/6 ctw,250,0,21,These striking 14K Yellow Gold Diamond Marquise Shaped Stud Earrings are set with 1/6 ctw of diamonds and secured with screw-back backs for added security.
ER10025,ER10025-4PC,14KR Diamond Marquese Earrings 1/6 ctw,250,0,45,These striking 14K Rose Gold Diamond Marquise Shaped Stud Earrings are set with 1/6 ctw of diamonds and secured with screw-back backs for added security.
ER10026,ER10026-4YD,14K Diamond Earrings,99.9999,250,17,These drop earrings are handcrafted from 14K Yellow Gold and set with round-cut diamonds.
ER10027,ER10027-4YD,14KY Diamond Earrings,100,250,5,These drop earrings are handcrafted from 14K Yellow Gold and set with round-cut diamonds.
ER10028,ER10028-4YD,14KY  Diamond Earrings,100,250,36,These drop earrings are handcrafted from 14K Yellow Gold and set with round-cut diamonds.
ER10029,ER10029-4WPD,14KW/P Diamond Earrings 1/3 ctw,350,0,23,"These drop earrings, crafted from 14K Rose Gold, are set with 1/3 ctw of round-cut diamonds."
ER10030,ER10030-4WC,14K Diamond Earrings 1 ctw,1500,3750,22,"Add simplicity to your style with these striking 1 ctw 14K White Gold Diamond Stud Earrings. Crafted in 14K polished white gold, these sparkling stud earrings are set with two perfectly matched diamonds. Earrings are secured with screw-back earring back f"
ER10031,ER10031-1PSC,10KP Diamond Earrings 1/6 ctw,250,625,2,These beautiful 14K Rose Gold cut-out teardrop earrings feature 1/6 ctw of round cut diamonds.
ER10032,ER10032-4WC,14K Diamond Earrings 1 ctw,1000,2500,16,"Add simplicity to your style with these striking 14K White Gold 1 ctw Diamond Stud Earrings. Crafted in 14K polished white gold, these sparkling stud earrings are set with two perfectly matched diamonds. Earrings are secured with screw-back earring back f"
ER10033,ER10033-1PSC,Gold Diamond Earrings 1/4 ctw,250,0,23,These modern 14K Rose Gold Hoop Earrings are accented with 1/4 ctw of round-cut diamonds.
ER10034,ER10034-1PD,Gold Diamond Earrings 1/6 ctw,200,500,38,These modern 14K Rose Gold Hoop Earrings are accented with 1/6 ctw of round-cut diamonds.
ER10035,ER10035-4YSC,14K Diamond Earrings 1/20 ctw,150,0,26,These modern 14K Yellow Gold hoop earrings are sure to sparkle with 1/20 ctw of round-cut diamonds.
ER10036,ER10036-4YSC,14K Diamond Earrings 1/12 ctw,200,600,25,These modern 14K Yellow Gold hoop earrings are sure to sparkle with 1/12 ctw of round-cut diamonds.
ER10037,ER10037-4YSC,14K Diamond Earrings 1/8 ctw,250,625,24,These modern 14K Yellow Gold hoop earrings are sure to sparkle with 1/8 ctw of round-cut diamonds.
ER10037,ER10037-4WSC,14K Diamond Earrings 1/8 ctw,250,625,24,These modern 14K Yellow Gold hoop earrings are sure to sparkle with 1/8 ctw of round-cut diamonds.
ER10038,ER10038-SS,Silver Pearl Earrings,32,80,32,These silver pearl stud earrings feature a freshwater pearl at center surrounded by a star-shaped design.
ER10039,ER10039-SS,Silver Pearl Earrings,24,0,46,These silver pearl stud earrings feature a textured design and 2 dangling freshwater pearls.
ER10040,ER10040-SS,Silver Pearl Earrings,28,70,3,These silver pearl stud earrings feature a textured design and 2 dangling freshwater pearls.
ER10046,ER10046-4WB,14KW Duo Earrings 1/2 ctw,500,1252.6667,11,"Adorned with 80 round-cut diamonds each, these drop earrings are crafted from 14K White Gold. Total diamond weight is 1/2 ctw."
ER10087,ER10087-4PSC,14KP Diamond Earrings 1/6 ctw,250,625,35,"These gorgeous intertwined earrings, crafted from 14K Rose Gold, are set with 56 round-cut diamonds. Total diamond weight is 1/6 ctw."
ER10087,ER10087-4YSC,14KY Diamond Earrings 1/6 ctw,250,625,37,"These gorgeous intertwined earrings, crafted from 14K Yellow Gold, are set with 56 round-cut diamonds. Total diamond weight is 1/6 ctw."
ER10087,ER10087-4WSC,14KW Diamond Earrings 1/6 ctw,250,625,20,"These gorgeous intertwined earrings, crafted from 14K White Gold, are set with 56 round-cut diamonds. Total diamond weight is 1/6 ctw."
ERO53WB,ERO53WB,14K Ruby Studs 5X3 mm Ov,125,319,54,"Add simplicity to your style with these striking Ruby stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Oval Cut Rubies. Each stone measures 5x3 mm."
ERO64WB,ERO64WB,14K Ruby Studs 6x4 mm Oval,300,749,19,"Add simplicity to your style with these striking Ruby stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Oval Cut Rubies. Each stone measures 6x4 mm."
ERR30WB,ERR30WB,14K Ruby Studs 3 mm,80,199,5.5,"Add simplicity to your style with these striking Ruby stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Round Cut Ruby gemstones. Each stone measures 3 mm."
ERR40WB,ERR40WB,14K Ruby Studs 4 mm Rd,200,499,2,"Add simplicity to your style with these striking Ruby stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Round Cut Ruby gemstones. Each stone measures 4 mm."
ESO53WB,ESO53WB,14K Sapphire Studs 5X3 Oval,125,319,1,"Add simplicity to your style with these striking Sapphire stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Oval Cut Sapphires. Each stone measures 5x3 mm."
ESO64WB,ESO64WB,14K Sapphire Studs 6x4 Oval,225,569,12.5,"Add simplicity to your style with these striking Sapphire stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Oval Cut Sapphires. Each stone measures 6x4 mm."
ESR30WB,ESR30WB,14K Sapphire Studs 3 mm Rd,75,189,4,"Add simplicity to your style with these striking Sapphire stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Round Cut Sapphire gemstones. Each stone measures 3 mm."
ESR40WB,ESR40WB,14K Sapphire Studs 4 mm Rd,200,499,0.5,"Add simplicity to your style with these striking Sapphire stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Round Cut Sapphire gemstones. Each stone measures 4 mm."
ETO53WB,ETO53WB,14K Tanzanite Studs 5x3 Oval,100,249,4,"Add simplicity to your style with these striking Tanzanite stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Oval Cut Tanzanites. Each stone measures 5x3 mm."
ETO64WB,ETO64WB,14K Tanzanite Studs 6x4 Oval,150,379,5,"Add simplicity to your style with these striking Tanzanite stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Oval Cut Tanzanites. Each stone measures 6x4 mm."
ETR30WB,ETR30WB,14K Tanzanite Studs 3 mm Rd,65,169,1.5,"Add simplicity to your style with these striking Tanzanite stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Round Cut Tanzanite gemstones. Each stone measures 3 mm."
EWO53WB,EWO53WB,14K White Topaz Studs 5x3 Oval,50,129,1,"Add simplicity to your style with these striking White Topaz stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Oval Cut White  Topaz gemstones. Each stone measures 5x3 mm."
EWO64WB,EWO64WB,14K White Topaz Studs 6x4 Oval,75,189,7,"Add simplicity to your style with these striking White Topaz stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Oval Cut White  Topaz gemstones. Each stone measures 6x4 mm."
EWR30WB,EWR30WB,14K White Topaz Studs 3 mm RD,50,129,7,"Add simplicity to your style with these striking White Topaz stud earrings. Crafted in 14K polished White Gold, these sparkling stud earrings are set with two perfectly matched Round Cut White Topaz gemstones. Each stone measures 3 mm."
FB1115,FB1115,Silver Diamond Infinity Bracelet 1/10 ctw,75,189,4,"This classic Silver link bracelet features a diamond accented infinity symbol, weighing 1/10 ctw."
FB1116,FB1116,Silver Diamond I Love You Bracelet 1/10ctw,75,189,116,"This classic Silver link bracelet features a diamond accented ""I Love You"" symbol, weighing 1/10 ctw."
FB1118,FB1118,Silver Diamond Cross Bracelet 1/10 ctw,75,189,5,"This classic Silver link bracelet features a diamond accented cross, weighing 1/10 ctw."
FB1122,FB1122,Silver Diamond Circle Bracelet 1/10 ctw,75,189,32,"This classic Silver link bracelet features a diamond accented cutout circle, weighing 1/10 ctw."
FB1127,FB1127,Silver Bangle Black,95,239,90,This polished Silver bangle features a row of sparkling CZ stones.
FB1128,FB1128,Silver Yellow Bangle,95,239,60,This polished Silver yellow bangle features a row of sparkling CZ stones.
FB1129,FB1129,Silver Rose Bangle,95,239,60,This polished Silver Rose bangle features a row of sparkling CZ stones.
FB1130,FB1130,Silver Bangle,95,239,64,This polished Silver bangle features a row of sparkling CZ stones.
FB1136,FB1136,14K Diamond Bracelet 5 ctw,2000,4999,6,This timeless diamond bracelet is crafted from 14K White Gold and features 48 round cut diamonds weighing approximately 5 ctw.
FB1145,FB1145,Silver Bracelet,136,339,41,This polished Silver bangle features 6 rows of sparkling CZ stones.
FB1151,FB1151,14K Diamond Bracelet 1 ctw,700,1749,4,This timeless diamond bracelet is crafted from 14K White Gold and features 54 round cut diamonds weighing approximately 1 ctw.
FB1152,FB1152,14K Diamond Bracelet 2 ctw,950,2379,3,This timeless diamond bracelet is crafted from 14K White Gold and features 64 round cut diamonds weighing approximately 2 ctw.
FB1153,FB1153-4WC,14K Diamond Bracelet 3 ctw,1800,3600,2,This timeless diamond bracelet is crafted from 14K White Gold and features 55 round cut diamonds weighing approximately 3 ctw.
FB1153,FB1153,14K Diamond Bracelet 3 ctw,1350,2700,11,This timeless diamond bracelet is crafted from 14K White Gold and features 55 round cut diamonds weighing approximately 3 ctw.
FB1154,FB1154,Silver Bangle,75,150,27,"This silver bangle is highlighted by CZ accented, heart-shaped tips."
FB1156,FB1156,Silver Bangle,75,189,46,This elegant Silver link bracelet features CZ accented bar tips.
FB1158,FB1158,Silver Diamond Bolo Bracelet 1/8 ctw,100,249,62,"This classic Silver link bracelet features diamond accented oval cutouts, weighing 1/8 ctw."
FB1159,FB1159,Silver Diamond Bolo Bracelet 1/8 ctw,100,200,79,"This classic Silver bolo bracelet features diamond accented, yellow platinum oval cutouts, weighing 1/8 ctw."
FB1160,FB1160,Silver Diamond Bolo Bracelet 1/8 ctw,100,249,17,"This classic Silver bolo bracelet features diamond accented, yellow platinum heart cutouts, weighing 1/8 ctw."
FB1161,FB1161,Silver Diamond Bolo Bracelet 1/8 ctw,100,249,74,"This classic Silver bolo bracelet features diamond accented, pink platinum heart cutouts, weighing 1/8 ctw."
FB1168/100,FB1168/100,14K Diamond Bolo Bracelet 1 ctw,1000,1996.3636,5,"An on-trend 14K White Gold Diamond bolo bracelet is set with 13 round-cut diamonds, weighing 1 ctw."
FB1168/150,FB1168/150,14K Diamond Bolo Bracelet 1 1/2 ctw,1500,2994.5454,7,"A 14K White Gold Diamond bolo bracelet is set with 17 round-cut diamonds, weighing 1 1/2 ctw."
FB1168/25,FB1168/25,14K Diamond Bolo Bracelet 1/4 ctw,500,998.1818,15,"A 14K White Gold Diamond bolo bracelet is set with 25 round-cut diamonds, weighing 1/4 ctw."
FB1168/50,FB1168/50,14K Diamond Bolo Bracelet 1/2 ctw,750,1497.2727,7,"A 14K White Gold Diamond bolo bracelet is set with 19 round-cut diamonds, weighing 1/2 ctw."
FB1169/100,FB1169/100,14K Diamond Bolo Bracelet 1 ctw,1000,1996.3636,5,"A 14K White Gold Diamond bolo bracelet is set with 11 round-cut diamonds, weighing 1 ctw."
FB1169/150,FB1169/150,14K Diamond Bolo Bracelet 1 1/2 ctw,1500,2994.5454,3,"A 14K White Gold Diamond bolo bracelet is set with 10 round-cut diamonds, weighing 1 1/2 ctw."
FB1169/25,FB1169/25,14K Diamond Bolo Bracelet 1/4 ctw,500,998.1818,5,"A 14K White Gold Diamond bolo bracelet is set with 17 round-cut diamonds, weighing 1/4 ctw."
FB1169/50,FB1169/50,14K Diamond Bolo Bracelet 1/2 ctw,750,1497.2727,7,"A 14K White Gold Diamond bolo bracelet is set with 14 round-cut diamonds, weighing 1/2 ctw."
FB1170,FB1170,Silver Diamond Cross Bolo Bracelet 1/7 ctw,125,250,10,A silver bolo diamond cross bangle is set with 1/7 ctw in round cut diamonds.
